NIVEL,CLAVE DE LA ESCUELA,TURNO,ALUMNOS PROGRAMADOS PRUEBA,PORCENTAJE DE EVALUADOS LENGUAJE Y COMUNICACION,PORCENTAJE DE EVALUADOS MATEMATICAS,LA PRUEBA ES REPRESENTATIVA LEGUAJE Y COMUNICACION,LA PRUEBA ES REPRESENTATIVA  MATEMATICAS,INFORMACION POCO CONFIABLE LENGUAJE Y COMUNICACIÓN,INFORMACION POCO CONFIABLE MATEMATICAS,NIVEL I LENGUAJE Y COMUNICACION (%),NIVEL II LENGUAJE Y COMUNICACION (%),NIVEL III LENGUAJE Y COMUNICACION (%),NIVEL IV LENGUAJE Y COMUNICACION (%),NIVEL PREDOMINANTE LENGUAJE Y COMUNICACION ,NIVEL I MATEMATICAS (%),NIVEL II MATEMATICAS (%),NIVEL III MATEMATICAS (%),NIVEL IV MATEMATICAS (%),NIVEL PREDOMINANTE MATEMATICAS
SECUNDARIA,14DTV0266F,MATUTINO,35,100,97.1,SI,SI,NO,SI,37.1,45.7,17.1,, II ,41.2,35.3,5.9,17.6,I
SECUNDARIA,14DTV0267E,MATUTINO,23,100,100,SI,SI,NO,NO,52.2,26.1,21.7,, I ,78.3,21.7,,,I
SECUNDARIA,14DTV0268D,MATUTINO,7,100,100,SI,SI,NO,NO,28.6,57.1,,14.3, II ,71.4,14.3,14.3,,I
SECUNDARIA,14DTV0269C,MATUTINO,15,80,80,SI,SI,NO,NO,16.7,58.3,25,, II ,66.7,16.7,16.7,,I
SECUNDARIA,14DTV0270S,MATUTINO,2,100,100,SI,SI,NO,NO,,100,,, II ,50,,,50,I
SECUNDARIA,14DTV0271R,MATUTINO,8,100,87.5,SI,SI,NO,NO,25,50,25,, II ,14.3,85.7,,,II
SECUNDARIA,14DTV0272Q,MATUTINO,20,100,95,SI,SI,NO,SI,45,45,10,, I ,52.6,31.6,5.3,10.5,I
SECUNDARIA,14DTV0273P,MATUTINO,30,83.3,83.3,SI,SI,NO,NO,24,64,12,, II ,80,16,4,,I
SECUNDARIA,14DTV0274O,MATUTINO,24,75,70.8,SI,SI,NO,SI,44.4,50,,5.6, II ,76.5,11.8,5.9,5.9,I
SECUNDARIA,14DTV0275N,MATUTINO,35,100,100,SI,SI,NO,SI,34.3,54.3,8.6,2.9, II ,68.6,20,11.4,,I
SECUNDARIA,14DTV0276M,MATUTINO,7,100,100,SI,SI,NO,NO,28.6,57.1,14.3,, II ,85.7,14.3,,,I
SECUNDARIA,14DTV0278K,MATUTINO,24,95.8,95.8,SI,SI,NO,NO,26.1,52.2,13,8.7, II ,47.8,30.4,8.7,13,I
SECUNDARIA,14DTV0279J,MATUTINO,61,90.2,90.2,SI,SI,NO,NO,25.5,52.7,18.2,3.6, II ,58.2,29.1,9.1,3.6,I
SECUNDARIA,14DTV0280Z,MATUTINO,35,100,100,SI,SI,SI,SI,34.3,45.7,14.3,5.7, II ,45.7,20,22.9,11.4,I
SECUNDARIA,14DTV0281Y,MATUTINO,8,100,100,SI,SI,NO,NO,12.5,37.5,50,, III ,75,25,,,I
SECUNDARIA,14DTV0282X,MATUTINO,11,100,100,SI,SI,NO,NO,27.3,72.7,,, II ,90.9,9.1,,,I
SECUNDARIA,14DTV0284V,MATUTINO,29,100,100,SI,SI,SI,NO,,44.8,44.8,10.3, II ,,13.8,41.4,44.8,IV
SECUNDARIA,14DTV0286T,MATUTINO,17,94.1,94.1,SI,SI,NO,NO,43.8,31.3,25,, I ,56.3,31.3,6.3,6.3,I
SECUNDARIA,14DTV0287S,MATUTINO,15,93.3,93.3,SI,SI,NO,NO,7.1,64.3,28.6,, II ,28.6,42.9,28.6,,II
SECUNDARIA,14DTV0289Q,MATUTINO,15,100,93.3,SI,SI,NO,NO,40,60,,, II ,85.7,7.1,7.1,,I
SECUNDARIA,14DTV0291E,MATUTINO,19,100,100,SI,SI,NO,NO,15.8,63.2,21.1,, II ,31.6,21.1,21.1,26.3,I
SECUNDARIA,14DTV0292D,MATUTINO,31,61.3,83.9,SI,SI,NO,NO,26.3,52.6,10.5,10.5, II ,65.4,23.1,7.7,3.8,I
SECUNDARIA,14DTV0293C,MATUTINO,35,100,100,SI,SI,NO,SI,22.9,54.3,17.1,5.7, II ,40,42.9,17.1,,II
SECUNDARIA,14DTV0294B,MATUTINO,14,78.6,78.6,SI,SI,NO,NO,18.2,72.7,,9.1, II ,36.4,27.3,18.2,18.2,I
SECUNDARIA,14DTV0295A,MATUTINO,12,91.7,91.7,SI,SI,NO,NO,81.8,18.2,,, I ,90.9,9.1,,,I
SECUNDARIA,14DTV0296Z,MATUTINO,19,78.9,78.9,SI,SI,NO,SI,46.7,40,13.3,, I ,66.7,33.3,,,I
SECUNDARIA,14DTV0297Z,MATUTINO,24,95.8,95.8,SI,SI,NO,NO,34.8,30.4,26.1,8.7, I ,65.2,13,13,8.7,I
SECUNDARIA,14DTV0298Y,MATUTINO,14,78.6,92.9,SI,SI,NO,NO,18.2,36.4,27.3,18.2, II ,46.2,7.7,7.7,38.5,I
SECUNDARIA,14DTV0299X,MATUTINO,9,,88.9,NO,SI,NO,NO,,,,,,,100,,,II
SECUNDARIA,14DTV0300W,MATUTINO,35,82.9,94.3,SI,SI,NO,SI,37.9,55.2,3.4,3.4, II ,60.6,27.3,3,9.1,I
SECUNDARIA,14DTV0301V,MATUTINO,16,100,100,SI,SI,NO,NO,50,31.3,18.8,, I ,68.8,18.8,12.5,,I
SECUNDARIA,14DTV0302U,MATUTINO,4,100,100,SI,SI,NO,NO,25,75,,, II ,50,50,,,I
SECUNDARIA,14DTV0303T,MATUTINO,7,42.9,28.6,NO,NO,NO,NO,66.7,33.3,,, I ,100,,,,I
SECUNDARIA,14DTV0304S,MATUTINO,35,100,100,SI,SI,NO,SI,11.4,60,28.6,, II ,20,22.9,37.1,20,III
SECUNDARIA,14DTV0305R,MATUTINO,18,94.4,94.4,SI,SI,NO,NO,11.8,47.1,23.5,17.6, II ,,41.2,17.6,41.2,II
SECUNDARIA,14DTV0306Q,MATUTINO,14,85.7,92.9,SI,SI,NO,NO,16.7,58.3,16.7,8.3, II ,61.5,30.8,7.7,,I
SECUNDARIA,14DTV0307P,MATUTINO,27,96.3,92.6,SI,SI,NO,NO,61.5,34.6,,3.8, I ,68,28,,4,I
SECUNDARIA,14DTV0308O,MATUTINO,4,100,100,SI,SI,NO,NO,25,75,,, II ,50,50,,,I
SECUNDARIA,14DTV0309N,MATUTINO,35,100,100,SI,SI,NO,NO,20,62.9,11.4,5.7, II ,77.1,11.4,8.6,2.9,I
SECUNDARIA,14DTV0310C,MATUTINO,10,90,90,SI,SI,NO,NO,11.1,77.8,11.1,, II ,55.6,22.2,,22.2,I
SECUNDARIA,14DTV0311B,MATUTINO,15,100,100,SI,SI,NO,NO,40,46.7,6.7,6.7, II ,53.3,26.7,20,,I
SECUNDARIA,14DTV0312A,MATUTINO,11,100,100,SI,SI,NO,NO,9.1,45.5,36.4,9.1, II ,18.2,18.2,45.5,18.2,III
SECUNDARIA,14DTV0313Z,MATUTINO,15,86.7,86.7,SI,SI,NO,NO,7.7,84.6,7.7,, II ,84.6,15.4,,,I
SECUNDARIA,14DTV0314Z,MATUTINO,11,100,100,SI,SI,NO,NO,54.5,27.3,18.2,, I ,63.6,27.3,9.1,,I
SECUNDARIA,14DTV0315Y,MATUTINO,8,100,100,SI,SI,NO,NO,,62.5,37.5,, II ,25,62.5,12.5,,II
SECUNDARIA,14DTV0316X,MATUTINO,12,100,100,SI,SI,NO,NO,,41.7,50,8.3, III ,8.3,41.7,25,25,II
SECUNDARIA,14DTV0317W,MATUTINO,16,100,100,SI,SI,NO,NO,31.3,50,12.5,6.3, II ,62.5,31.3,,6.3,I
SECUNDARIA,14DTV0318V,MATUTINO,24,95.8,95.8,SI,SI,NO,NO,17.4,60.9,21.7,, II ,65.2,26.1,4.3,4.3,I
SECUNDARIA,14DTV0319U,MATUTINO,25,80,80,SI,SI,NO,NO,25,45,25,5, II ,60,30,5,5,I
SECUNDARIA,14DTV0320J,MATUTINO,35,82.9,85.7,SI,SI,NO,NO,79.3,20.7,,, I ,90,10,,,I
SECUNDARIA,14DTV0321I,MATUTINO,13,84.6,84.6,SI,SI,NO,NO,54.5,36.4,9.1,, I ,81.8,18.2,,,I
SECUNDARIA,14DTV0322H,MATUTINO,35,74.3,71.4,SI,SI,NO,NO,26.9,38.5,30.8,3.8, II ,16,8,20,56,IV
SECUNDARIA,14DTV0323G,MATUTINO,14,100,100,SI,SI,NO,NO,21.4,50,28.6,, II ,71.4,14.3,14.3,,I
SECUNDARIA,14DTV0324F,MATUTINO,35,97.1,97.1,SI,SI,NO,NO,23.5,61.8,11.8,2.9, II ,52.9,35.3,8.8,2.9,I
SECUNDARIA,14DTV0325E,MATUTINO,35,94.3,97.1,SI,SI,NO,NO,36.4,48.5,9.1,6.1, II ,73.5,23.5,,2.9,I
SECUNDARIA,14DTV0326D,MATUTINO,35,100,100,SI,SI,NO,NO,28.6,62.9,8.6,, II ,14.3,45.7,17.1,22.9,II
SECUNDARIA,14DTV0327C,MATUTINO,17,82.4,82.4,SI,SI,NO,NO,14.3,57.1,21.4,7.1, II ,42.9,28.6,14.3,14.3,I
SECUNDARIA,14DTV0328B,MATUTINO,5,100,100,SI,SI,NO,NO,,40,40,20, II ,40,20,,40,I
SECUNDARIA,14DTV0329A,MATUTINO,13,92.3,100,SI,SI,NO,NO,33.3,41.7,8.3,16.7, II ,53.8,30.8,15.4,,I
SECUNDARIA,14DTV0330Q,MATUTINO,35,97.1,94.3,SI,SI,NO,NO,35.3,38.2,23.5,2.9, II ,63.6,27.3,9.1,,I
SECUNDARIA,14DTV0331P,MATUTINO,25,88,96,SI,SI,NO,NO,27.3,50,18.2,4.5, II ,66.7,20.8,12.5,,I
SECUNDARIA,14DTV0332O,MATUTINO,14,100,100,SI,SI,NO,NO,42.9,28.6,14.3,14.3, I ,35.7,42.9,14.3,7.1,II
SECUNDARIA,14DTV0333N,MATUTINO,18,83.3,88.9,SI,SI,NO,NO,46.7,40,13.3,, I ,62.5,12.5,6.3,18.8,I
SECUNDARIA,14DTV0334M,MATUTINO,27,96.3,96.3,SI,SI,NO,NO,38.5,50,7.7,3.8, II ,30.8,46.2,7.7,15.4,II
SECUNDARIA,14DTV0335L,MATUTINO,16,93.8,100,SI,SI,NO,NO,46.7,33.3,20,, I ,56.3,31.3,12.5,,I
SECUNDARIA,14DTV0336K,MATUTINO,13,100,100,SI,SI,NO,NO,15.4,46.2,15.4,23.1, II ,38.5,38.5,,23.1,I
SECUNDARIA,14DTV0337J,MATUTINO,29,89.7,89.7,SI,SI,NO,NO,34.6,46.2,15.4,3.8, II ,50,38.5,3.8,7.7,I
SECUNDARIA,14DTV0338I,MATUTINO,10,90,90,SI,SI,NO,NO,44.4,33.3,11.1,11.1, I ,44.4,33.3,,22.2,I
SECUNDARIA,14DTV0339H,MATUTINO,11,90.9,90.9,SI,SI,NO,NO,20,30,40,10, III ,20,50,10,20,II
SECUNDARIA,14DTV0340X,MATUTINO,20,100,100,SI,SI,NO,NO,40,40,15,5, I ,80,10,,10,I
SECUNDARIA,14DTV0341W,MATUTINO,26,96.2,96.2,SI,SI,NO,NO,24,48,28,, II ,60,24,12,4,I
SECUNDARIA,14DTV0342V,MATUTINO,25,96,96,SI,SI,NO,SI,29.2,54.2,12.5,4.2, II ,41.7,41.7,12.5,4.2,I
SECUNDARIA,14DTV0343U,MATUTINO,8,87.5,87.5,SI,SI,NO,NO,28.6,57.1,14.3,, II ,42.9,57.1,,,II
SECUNDARIA,14DTV0344T,MATUTINO,16,93.8,87.5,SI,SI,NO,NO,66.7,33.3,,, I ,85.7,14.3,,,I
SECUNDARIA,14DTV0345S,MATUTINO,30,70,83.3,SI,SI,NO,NO,33.3,47.6,19,, II ,72,20,8,,I
SECUNDARIA,14DTV0346R,MATUTINO,18,88.9,88.9,SI,SI,NO,NO,6.3,43.8,37.5,12.5, II ,,43.8,25,31.3,II
SECUNDARIA,14DTV0347Q,MATUTINO,70,88.6,71.4,SI,SI,NO,NO,12.9,45.2,33.9,8.1, II ,34,48,8,10,II
SECUNDARIA,14DTV0348P,MATUTINO,22,77.3,86.4,SI,SI,NO,NO,29.4,41.2,29.4,, II ,68.4,31.6,,,I
SECUNDARIA,14DTV0349O,MATUTINO,5,100,100,SI,SI,NO,NO,20,80,,, II ,40,60,,,II
SECUNDARIA,14DTV0350D,MATUTINO,5,80,80,SI,SI,NO,NO,,75,,25, II ,,25,,75,IV
SECUNDARIA,14DTV0351C,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,,,80,20, III ,,60,40,,II
SECUNDARIA,14DTV0352B,MATUTINO,8,50,62.5,NO,SI,NO,NO,25,25,50,, III ,40,40,20,,I
SECUNDARIA,14DTV0353A,MATUTINO,8,75,87.5,SI,SI,NO,NO,,83.3,,16.7, II ,14.3,57.1,14.3,14.3,II
SECUNDARIA,14DTV0354Z,MATUTINO,5,80,80,SI,SI,NO,NO,,100,,, II ,50,50,,,I
SECUNDARIA,14DTV0355Z,MATUTINO,28,85.7,85.7,SI,SI,NO,NO,20.8,37.5,25,16.7, II ,12.5,12.5,12.5,62.5,IV
SECUNDARIA,14DTV0356Y,MATUTINO,35,94.3,100,SI,SI,NO,NO,33.3,54.5,9.1,3, II ,54.3,25.7,8.6,11.4,I
SECUNDARIA,14DTV0357X,MATUTINO,16,100,100,SI,SI,NO,NO,18.8,62.5,18.8,, II ,31.3,50,6.3,12.5,II
SECUNDARIA,14DTV0358W,MATUTINO,16,100,100,SI,SI,NO,NO,6.3,25,37.5,31.3, III ,31.3,12.5,25,31.3,I
SECUNDARIA,14DTV0359V,MATUTINO,16,100,100,SI,SI,NO,NO,25,68.8,6.3,, II ,62.5,25,6.3,6.3,I
SECUNDARIA,14DTV0360K,MATUTINO,8,100,100,SI,SI,NO,NO,12.5,50,12.5,25, II ,62.5,12.5,25,,I
SECUNDARIA,14DTV0361J,MATUTINO,10,100,100,SI,SI,NO,NO,20,30,30,20, II ,40,40,20,,I
SECUNDARIA,14DTV0362I,MATUTINO,12,83.3,83.3,SI,SI,NO,NO,10,80,10,, II ,50,40,10,,I
SECUNDARIA,14DTV0363H,MATUTINO,8,62.5,62.5,SI,SI,NO,NO,80,20,,, I ,100,,,,I
SECUNDARIA,14DTV0364G,MATUTINO,11,90.9,90.9,SI,SI,NO,NO,60,30,10,, I ,70,30,,,I
SECUNDARIA,14DTV0365F,MATUTINO,10,90,90,SI,SI,NO,NO,22.2,77.8,,, II ,66.7,33.3,,,I
SECUNDARIA,14DTV0366E,MATUTINO,28,78.6,82.1,SI,SI,NO,NO,18.2,59.1,18.2,4.5, II ,65.2,30.4,4.3,,I
SECUNDARIA,14DTV0367D,MATUTINO,27,100,100,SI,SI,NO,NO,33.3,48.1,11.1,7.4, II ,74.1,18.5,7.4,,I
SECUNDARIA,14DTV0368C,MATUTINO,11,90.9,81.8,SI,SI,NO,NO,20,40,30,10, II ,33.3,44.4,22.2,,II
SECUNDARIA,14DTV0369B,MATUTINO,4,100,100,SI,SI,NO,NO,,75,25,, II ,,25,50,25,III
SECUNDARIA,14DTV0370R,MATUTINO,11,81.8,81.8,SI,SI,NO,NO,55.6,44.4,,, I ,66.7,33.3,,,I
SECUNDARIA,14DTV0371Q,MATUTINO,6,100,100,SI,SI,NO,NO,66.7,,16.7,16.7, I ,50,33.3,16.7,,I
SECUNDARIA,14DTV0372P,MATUTINO,11,90.9,90.9,SI,SI,NO,NO,10,50,20,20, II ,30,30,40,,III
SECUNDARIA,14DTV0373O,MATUTINO,32,93.8,93.8,SI,SI,NO,NO,30,60,10,, II ,63.3,30,6.7,,I
SECUNDARIA,14DTV0374N,MATUTINO,5,100,100,SI,SI,NO,NO,80,,20,, I ,20,80,,,II
SECUNDARIA,14DTV0375M,MATUTINO,17,11.8,94.1,NO,SI,NO,NO,,50,50,, II ,31.3,37.5,25,6.3,II
SECUNDARIA,14DTV0376L,MATUTINO,18,88.9,83.3,SI,SI,NO,NO,18.8,50,18.8,12.5, II ,20,33.3,20,26.7,II
SECUNDARIA,14DTV0377K,MATUTINO,35,100,100,SI,SI,NO,NO,51.4,34.3,11.4,2.9, I ,48.6,22.9,14.3,14.3,I
SECUNDARIA,14DTV0378J,MATUTINO,6,50,66.7,NO,SI,NO,NO,33.3,,33.3,33.3, I ,50,25,25,,I
SECUNDARIA,14DTV0379I,MATUTINO,8,100,100,SI,SI,NO,NO,12.5,62.5,12.5,12.5, II ,37.5,37.5,12.5,12.5,I
SECUNDARIA,14DTV0380Y,MATUTINO,19,84.2,84.2,SI,SI,NO,NO,68.8,18.8,12.5,, I ,87.5,12.5,,,I
SECUNDARIA,14DTV0381X,MATUTINO,3,100,100,SI,SI,NO,NO,,100,,, II ,,100,,,II
SECUNDARIA,14DTV0382W,MATUTINO,16,100,93.8,SI,SI,NO,NO,50,43.8,6.3,, I ,46.7,33.3,13.3,6.7,I
SECUNDARIA,14DTV0383V,MATUTINO,4,100,100,SI,SI,NO,NO,75,25,,, I ,100,,,,I
SECUNDARIA,14DTV0384U,MATUTINO,9,77.8,88.9,SI,SI,NO,NO,42.9,57.1,,, II ,12.5,62.5,12.5,12.5,II
SECUNDARIA,14DTV0385T,MATUTINO,8,100,100,SI,SI,NO,NO,12.5,75,12.5,, II ,50,25,25,,I
SECUNDARIA,14DTV0386S,MATUTINO,12,100,100,SI,SI,SI,NO,16.7,75,8.3,, II ,50,41.7,,8.3,I
SECUNDARIA,14DTV0387R,MATUTINO,3,100,100,SI,SI,NO,NO,,66.7,,33.3, II ,,,66.7,33.3,III
SECUNDARIA,14DTV0388Q,MATUTINO,16,81.3,87.5,SI,SI,NO,NO,23.1,61.5,7.7,7.7, II ,42.9,35.7,21.4,,I
SECUNDARIA,14DTV0389P,MATUTINO,15,93.3,93.3,SI,SI,NO,SI,42.9,50,,7.1, II ,92.9,,7.1,,I
SECUNDARIA,14DTV0390E,MATUTINO,12,100,91.7,SI,SI,NO,NO,50,33.3,8.3,8.3, I ,54.5,27.3,9.1,9.1,I
SECUNDARIA,14DTV0391D,MATUTINO,19,78.9,84.2,SI,SI,NO,SI,60,26.7,13.3,, I ,68.8,18.8,12.5,,I
SECUNDARIA,14DTV0392C,MATUTINO,25,92,92,SI,SI,NO,SI,52.2,30.4,4.3,13, I ,73.9,21.7,4.3,,I
SECUNDARIA,14DTV0393B,MATUTINO,22,90.9,90.9,SI,SI,NO,SI,30,55,15,, II ,80,20,,,I
SECUNDARIA,14DTV0394A,MATUTINO,16,93.8,93.8,SI,SI,SI,NO,40,40,20,, I ,,13.3,66.7,20,III
SECUNDARIA,14DTV0395Z,MATUTINO,6,83.3,83.3,SI,SI,NO,NO,,40,40,20, II ,,,40,60,IV
SECUNDARIA,14DTV0396Z,MATUTINO,11,45.5,45.5,NO,NO,NO,NO,,60,20,20, II ,60,20,,20,I
SECUNDARIA,14DTV0397Y,MATUTINO,21,95.2,100,SI,SI,NO,NO,10,40,30,20, II ,52.4,38.1,,9.5,I
SECUNDARIA,14DTV0398X,MATUTINO,30,100,100,SI,SI,NO,NO,43.3,33.3,20,3.3, I ,66.7,23.3,10,,I
SECUNDARIA,14DTV0399W,MATUTINO,3,100,100,SI,SI,NO,NO,33.3,33.3,33.3,, I ,100,,,,I
SECUNDARIA,14DTV0400V,MATUTINO,14,100,92.9,SI,SI,NO,NO,64.3,35.7,,, I ,92.3,,7.7,,I
SECUNDARIA,14DTV0401U,MATUTINO,21,85.7,90.5,SI,SI,NO,NO,38.9,38.9,11.1,11.1, I ,68.4,21.1,10.5,,I
SECUNDARIA,14DTV0402T,MATUTINO,7,100,100,SI,SI,NO,NO,14.3,57.1,28.6,, II ,71.4,,28.6,,I
SECUNDARIA,14DTV0403S,MATUTINO,11,100,90.9,SI,SI,NO,NO,18.2,72.7,9.1,, II ,10,20,50,20,III
SECUNDARIA,14DTV0404R,MATUTINO,4,100,100,SI,SI,NO,NO,25,25,25,25, I ,25,25,50,,III
SECUNDARIA,14DTV0405Q,MATUTINO,7,100,100,SI,SI,NO,NO,28.6,71.4,,, II ,57.1,28.6,,14.3,I
SECUNDARIA,14DTV0406P,MATUTINO,12,75,75,SI,SI,NO,NO,22.2,33.3,11.1,33.3, II ,22.2,33.3,33.3,11.1,II
SECUNDARIA,14DTV0407O,MATUTINO,24,91.7,91.7,SI,SI,NO,NO,9.1,36.4,13.6,40.9, IV ,9.1,18.2,13.6,59.1,IV
SECUNDARIA,14DTV0408N,MATUTINO,11,90.9,90.9,SI,SI,NO,NO,,70,20,10, II ,20,40,20,20,II
SECUNDARIA,14DTV0409M,MATUTINO,22,86.4,95.5,SI,SI,NO,NO,36.8,31.6,26.3,5.3, I ,52.4,28.6,9.5,9.5,I
SECUNDARIA,14DTV0410B,MATUTINO,11,81.8,81.8,SI,SI,NO,NO,11.1,88.9,,, II ,22.2,33.3,44.4,,III
SECUNDARIA,14DTV0411A,MATUTINO,25,80,80,SI,SI,NO,NO,40,50,5,5, II ,55,30,15,,I
SECUNDARIA,14DTV0412Z,MATUTINO,18,100,100,SI,SI,NO,NO,38.9,33.3,22.2,5.6, I ,38.9,16.7,22.2,22.2,I
SECUNDARIA,14DTV0413Z,MATUTINO,8,100,100,SI,SI,NO,NO,37.5,37.5,25,, I ,62.5,25,,12.5,I
SECUNDARIA,14DTV0414Y,MATUTINO,20,70,75,NO,SI,NO,NO,28.6,64.3,7.1,, II ,40,46.7,6.7,6.7,II
SECUNDARIA,14DTV0415X,MATUTINO,13,100,92.3,SI,SI,NO,NO,30.8,38.5,30.8,, II ,75,25,,,I
SECUNDARIA,14DTV0416W,MATUTINO,7,85.7,85.7,SI,SI,NO,NO,,50,33.3,16.7, II ,16.7,66.7,16.7,,II
SECUNDARIA,14DTV0417V,MATUTINO,7,100,100,SI,SI,NO,NO,,71.4,14.3,14.3, II ,14.3,42.9,28.6,14.3,II
SECUNDARIA,14DTV0418U,MATUTINO,10,100,100,SI,SI,NO,NO,50,40,10,, I ,40,20,40,,I
SECUNDARIA,14DTV0419T,MATUTINO,4,100,100,SI,SI,NO,NO,75,25,,, I ,50,50,,,I
SECUNDARIA,14DTV0420I,MATUTINO,13,100,100,SI,SI,NO,NO,23.1,46.2,30.8,, II ,46.2,46.2,7.7,,I
SECUNDARIA,14DTV0421H,MATUTINO,13,76.9,84.6,SI,SI,NO,NO,40,50,10,, II ,90.9,9.1,,,I
SECUNDARIA,14DTV0422G,MATUTINO,35,88.6,91.4,SI,SI,NO,NO,22.6,54.8,12.9,9.7, II ,46.9,31.3,18.8,3.1,I
SECUNDARIA,14DTV0423F,MATUTINO,18,83.3,83.3,SI,SI,NO,NO,40,53.3,6.7,, II ,46.7,33.3,20,,I
SECUNDARIA,14DTV0424E,MATUTINO,27,96.3,96.3,SI,SI,NO,NO,30.8,57.7,11.5,, II ,65.4,26.9,3.8,3.8,I
SECUNDARIA,14DTV0425D,MATUTINO,14,100,92.9,SI,SI,NO,NO,21.4,78.6,,, II ,76.9,15.4,7.7,,I
SECUNDARIA,14DTV0426C,MATUTINO,19,100,100,SI,SI,NO,NO,15.8,36.8,21.1,26.3, II ,21.1,21.1,26.3,31.6,IV
SECUNDARIA,14DTV0427B,MATUTINO,14,92.9,92.9,SI,SI,NO,NO,30.8,53.8,7.7,7.7, II ,7.7,38.5,46.2,7.7,III
SECUNDARIA,14DTV0428A,MATUTINO,2,100,100,SI,SI,NO,NO,,50,50,, II ,50,50,,,I
SECUNDARIA,14DTV0429Z,MATUTINO,29,100,100,SI,SI,NO,NO,3.4,41.4,27.6,27.6, II ,10.3,20.7,34.5,34.5,III
SECUNDARIA,14DTV0430P,MATUTINO,7,85.7,100,SI,SI,NO,NO,50,33.3,16.7,, I ,57.1,28.6,,14.3,I
SECUNDARIA,14DTV0431O,MATUTINO,34,100,100,SI,SI,NO,NO,23.5,58.8,14.7,2.9, II ,67.6,23.5,8.8,,I
SECUNDARIA,14DTV0432N,MATUTINO,9,100,100,SI,SI,NO,NO,44.4,44.4,11.1,, I ,66.7,22.2,11.1,,I
SECUNDARIA,14DTV0433M,MATUTINO,29,93.1,100,SI,SI,NO,NO,11.1,55.6,22.2,11.1, II ,55.2,31,10.3,3.4,I
SECUNDARIA,14DTV0434L,MATUTINO,9,100,100,SI,SI,NO,NO,11.1,77.8,11.1,, II ,77.8,22.2,,,I
SECUNDARIA,14DTV0435K,MATUTINO,23,78.3,73.9,SI,SI,NO,NO,5.6,11.1,38.9,44.4, IV ,5.9,35.3,35.3,23.5,II
SECUNDARIA,14DTV0436J,MATUTINO,5,80,100,SI,SI,NO,NO,50,25,25,, I ,20,40,40,,II
SECUNDARIA,14DTV0437I,MATUTINO,12,100,100,SI,SI,NO,NO,25,58.3,16.7,, II ,50,25,25,,I
SECUNDARIA,14DTV0438H,MATUTINO,3,100,100,SI,SI,NO,NO,66.7,,,33.3, I ,33.3,33.3,,33.3,I
SECUNDARIA,14DTV0439G,MATUTINO,15,73.3,80,SI,SI,NO,NO,45.5,54.5,,, II ,91.7,8.3,,,I
SECUNDARIA,14DTV0440W,MATUTINO,32,81.3,90.6,SI,SI,NO,NO,42.3,53.8,3.8,, II ,79.3,20.7,,,I
SECUNDARIA,14DTV0441V,MATUTINO,15,93.3,93.3,SI,SI,NO,SI,7.1,57.1,28.6,7.1, II ,42.9,14.3,35.7,7.1,I
SECUNDARIA,14DTV0442U,MATUTINO,31,77.4,83.9,SI,SI,NO,NO,87.5,8.3,4.2,, I ,88.5,11.5,,,I
SECUNDARIA,14DTV0443T,MATUTINO,20,75,95,SI,SI,NO,NO,46.7,26.7,26.7,, I ,57.9,26.3,10.5,5.3,I
SECUNDARIA,14DTV0444S,MATUTINO,16,87.5,81.3,SI,SI,NO,NO,28.6,50,21.4,, II ,84.6,7.7,7.7,,I
SECUNDARIA,14DTV0445R,MATUTINO,13,100,100,SI,SI,SI,SI,15.4,38.5,46.2,, III ,61.5,23.1,7.7,7.7,I
SECUNDARIA,14DTV0446Q,MATUTINO,16,93.8,93.8,SI,SI,NO,SI,13.3,60,20,6.7, II ,33.3,46.7,20,,II
SECUNDARIA,14DTV0447P,MATUTINO,7,71.4,71.4,SI,SI,NO,NO,20,80,,, II ,100,,,,I
SECUNDARIA,14DTV0448O,MATUTINO,7,100,100,SI,SI,NO,NO,57.1,42.9,,, I ,71.4,28.6,,,I
SECUNDARIA,14DTV0449N,MATUTINO,14,100,100,SI,SI,NO,SI,42.9,57.1,,, II ,50,28.6,21.4,,I
SECUNDARIA,14DTV0450C,MATUTINO,12,83.3,83.3,SI,SI,NO,NO,50,30,20,, I ,40,50,,10,II
SECUNDARIA,14DTV0451B,MATUTINO,8,100,100,SI,SI,NO,NO,25,75,,, II ,62.5,25,12.5,,I
SECUNDARIA,14DTV0452A,MATUTINO,4,100,100,SI,SI,NO,NO,25,50,25,, II ,50,50,,,I
SECUNDARIA,14DTV0453Z,MATUTINO,8,62.5,62.5,SI,SI,NO,NO,60,40,,, I ,80,20,,,I
SECUNDARIA,14DTV0454Z,MATUTINO,12,100,100,SI,SI,NO,NO,16.7,50,8.3,25, II ,50,8.3,16.7,25,I
SECUNDARIA,14DTV0455Y,MATUTINO,35,91.4,80,SI,SI,NO,NO,53.1,25,15.6,6.3, I ,67.9,25,3.6,3.6,I
SECUNDARIA,14DTV0456X,MATUTINO,4,100,100,SI,SI,NO,NO,50,50,,, I ,,75,25,,II
SECUNDARIA,14DTV0457W,MATUTINO,9,88.9,88.9,SI,SI,NO,NO,37.5,37.5,25,, I ,87.5,12.5,,,I
SECUNDARIA,14DTV0458V,MATUTINO,8,100,100,SI,SI,NO,NO,50,50,,, I ,87.5,12.5,,,I
